state,county,region,metro,population,income_per_cap,unemployment,land_area
New Jersey,Hudson,Northeast,Metro,662619,33185,9.3,46.19
New Jersey,Hunterdon,Northeast,Metro,126250,51353,5.9,427.82
New Jersey,Mercer,Northeast,Metro,370212,37680,9.4,224.56
New Jersey,Middlesex,Northeast,Metro,830300,34674,7.5,308.91
New Jersey,Monmouth,Northeast,Metro,629185,43469,7.9,468.79
New Jersey,Morris,Northeast,Metro,498192,49552,6.3,460.18
New Jersey,Ocean,Northeast,Metro,583450,31200,8.8,628.78
New Jersey,Passaic,Northeast,Metro,507574,27643,8.6,184.59
New Jersey,Salem,Northeast,Metro,65120,29712,10.6,331.9
New Jersey,Somerset,Northeast,Metro,330604,48791,6,301.81
New Jersey,Sussex,Northeast,Metro,145930,38810,8.2,519.01
New Jersey,Union,Northeast,Metro,548744,35308,9.8,102.86
New Jersey,Warren,Northeast,Metro,107226,34136,9,356.92
New Mexico,Bernalillo,West,Metro,673943,26765,8.4,1160.83
New Mexico,Catron,West,Nonmetro,3583,20685,4.6,6923.69
New Mexico,Chaves,West,Nonmetro,65811,20559,7.6,6065.28
New Mexico,Cibola,West,Nonmetro,27382,16072,15.3,4539.48
New Mexico,Colfax,West,Nonmetro,12997,20534,9.5,3758.06
New Mexico,Curry,West,Nonmetro,50497,21929,9.1,1404.8
New Mexico,De Baca,West,Nonmetro,2020,24370,5.2,2322.62
New Mexico,Doña Ana,West,Metro,213963,20129,11.5,3807.51
New Mexico,Eddy,West,Nonmetro,55641,28308,5.8,4175.73
New Mexico,Grant,West,Nonmetro,29119,23011,9.7,3961.63
New Mexico,Guadalupe,West,Nonmetro,4526,16820,1.2,3030.48
New Mexico,Harding,West,Nonmetro,565,22946,6,2125.44
New Mexico,Hidalgo,West,Nonmetro,4643,18871,12.2,3436.86
New Mexico,Lea,West,Nonmetro,68149,23804,5.9,4390.93
New Mexico,Lincoln,West,Nonmetro,19931,25756,7.3,4831.09
New Mexico,Los Alamos,West,Nonmetro,17939,51148,3.5,109.17
New Mexico,Luna,West,Nonmetro,24789,15078,13.8,2965.19
New Mexico,McKinley,West,Nonmetro,73998,12614,15.5,5449.81
New Mexico,Mora,West,Nonmetro,4660,15591,5.4,1931.27
New Mexico,Otero,West,Nonmetro,65318,19457,12.7,6613.21
New Mexico,Quay,West,Nonmetro,8698,17335,5,2874.35
New Mexico,Rio Arriba,West,Nonmetro,39949,19678,11.4,5860.84
New Mexico,Roosevelt,West,Nonmetro,19908,18187,9.7,2447.43
New Mexico,Sandoval,West,Metro,136638,26742,9.2,3710.65
New Mexico,San Juan,West,Metro,125133,22460,9.2,5513.07
New Mexico,San Miguel,West,Nonmetro,28668,17849,6.4,4715.82
New Mexico,Santa Fe,West,Metro,147108,33044,7.9,1909.41
New Mexico,Sierra,West,Nonmetro,11615,18982,6.8,4178.96
New Mexico,Socorro,West,Nonmetro,17494,18553,7.3,6646.68
New Mexico,Taos,West,Nonmetro,32943,22358,10.7,2203.11
New Mexico,Torrance,West,Metro,15853,18300,11.2,3344.85
New Mexico,Union,West,Nonmetro,4339,21705,2.1,3823.74
New Mexico,Valencia,West,Metro,76297,19412,12.4,1066.18
New York,Albany,Northeast,Metro,307463,32779,6.4,522.8
New York,Allegany,Northeast,Nonmetro,48070,20940,9.2,1029.31
New York,Bronx,Northeast,Metro,1428357,18456,14,42.1
New York,Broome,Northeast,Metro,198093,25105,7.8,705.77
New York,Cattaraugus,Northeast,Nonmetro,78962,22336,8.2,1308.35
New York,Cayuga,Northeast,Nonmetro,79173,25786,7.3,691.58
New York,Chautauqua,Northeast,Nonmetro,132646,22903,7.8,1060.23
New York,Chemung,Northeast,Metro,88267,26262,5.4,407.35
New York,Chenango,Northeast,Nonmetro,49549,23036,7.1,893.55
New York,Clinton,Northeast,Nonmetro,81685,24941,6.9,1037.85
New York,Columbia,Northeast,Nonmetro,62195,32851,6.7,634.71
New York,Cortland,Northeast,Nonmetro,49043,24228,6.1,498.76
New York,Delaware,Northeast,Nonmetro,46901,23835,9.5,1442.44
New York,Dutchess,Northeast,Metro,296928,33923,8.7,795.63
New York,Erie,Northeast,Metro,921584,28879,7,1042.69
New York,Essex,Northeast,Nonmetro,38912,26805,7.9,1794.23
New York,Franklin,Northeast,Nonmetro,51280,22488,8.8,1629.12
New York,Fulton,Northeast,Nonmetro,54606,24339,9.3,495.47
New York,Genesee,Northeast,Nonmetro,59458,25240,6.7,492.94
New York,Greene,Northeast,Nonmetro,48312,26261,9.1,647.16
New York,Hamilton,Northeast,Nonmetro,4760,26968,9.7,1717.37
New York,Herkimer,Northeast,Metro,64034,23753,8.7,1411.47
New York,Jefferson,Northeast,Metro,118947,23659,10.6,1268.59
New York,Kings,Northeast,Metro,2595259,26774,10,70.82
New York,Lewis,Northeast,Nonmetro,27124,24772,8.3,1274.68
New York,Livingston,Northeast,Metro,64801,24142,5.4,631.76
New York,Madison,Northeast,Metro,72427,25984,5.1,654.84
New York,Monroe,Northeast,Metro,749356,29424,7.7,657.21
New York,Montgomery,Northeast,Nonmetro,49779,23554,8.9,403.04
New York,Nassau,Northeast,Metro,1354612,43206,6.4,284.72
New York,New York,Northeast,Metro,1629507,64993,7.5,22.83
New York,Niagara,Northeast,Metro,214150,26891,7.6,522.36
New York,Oneida,Northeast,Metro,233558,25982,7.4,1212.43
New York,Onondaga,Northeast,Metro,468304,29444,7.2,778.39
New York,Ontario,Northeast,Metro,109192,30934,6.4,644.07
New York,Orange,Northeast,Metro,375384,31023,7.3,811.69
New York,Orleans,Northeast,Metro,42204,22070,9,391.26
New York,Oswego,Northeast,Metro,121183,23466,9.7,951.65
New York,Otsego,Northeast,Nonmetro,61399,24625,7.1,1001.7
New York,Putnam,Northeast,Metro,99488,41173,6.8,230.31
New York,Queens,Northeast,Metro,2301139,26876,8.6,108.53
New York,Rensselaer,Northeast,Metro,159900,30803,7.6,652.43
New York,Richmond,Northeast,Metro,472481,32041,6.9,58.37
New York,Rockland,Northeast,Metro,320688,34647,7.9,173.55
New York,St. Lawrence,Northeast,Nonmetro,112011,22562,10,2680.38
New York,Saratoga,Northeast,Metro,223774,35922,6,809.98
New York,Schenectady,Northeast,Metro,154796,28902,7.4,204.52
New York,Schoharie,Northeast,Metro,31913,25498,10.5,621.82
New York,Schuyler,Northeast,Nonmetro,18410,25189,6.4,328.33
New York,Seneca,Northeast,Nonmetro,35144,24666,5.5,323.71
New York,Steuben,Northeast,Nonmetro,98665,25800,8.2,1390.56
New York,Suffolk,Northeast,Metro,1501373,37634,6.4,912.05
New York,Sullivan,Northeast,Nonmetro,76330,25742,11.5,968.13
New York,Tioga,Northeast,Metro,50199,29427,6.9,518.6
New York,Tompkins,Northeast,Metro,103855,28460,5.9,474.65
New York,Ulster,Northeast,Metro,181300,30732,9.3,1124.24
New York,Warren,Northeast,Metro,65180,30611,6.6,866.95
New York,Washington,Northeast,Metro,62700,24345,9.5,831.18
New York,Wayne,Northeast,Metro,92416,25609,7.5,603.83
New York,Westchester,Northeast,Metro,967315,48885,7.6,430.5
New York,Wyoming,Northeast,Nonmetro,41446,23960,7.4,592.75
New York,Yates,Northeast,Metro,25187,25224,6.9,338.14
North Carolina,Alamance,South,Metro,155258,23434,7.9,423.94
North Carolina,Alexander,South,Metro,37158,20043,9,259.99
North Carolina,Alleghany,South,Nonmetro,10911,20366,10.5,235.06
North Carolina,Anson,South,Nonmetro,26135,17025,17.6,531.45
North Carolina,Ashe,South,Nonmetro,27114,21269,8.5,426.14
North Carolina,Avery,South,Nonmetro,17695,21298,6.9,247.09
North Carolina,Beaufort,South,Nonmetro,47561,22356,11.5,827.19
North Carolina,Bertie,South,Nonmetro,20518,16629,13.5,699.27
North Carolina,Bladen,South,Nonmetro,34720,18903,12.1,874.33
North Carolina,Brunswick,South,Metro,115926,27586,11.4,846.97
North Carolina,Buncombe,South,Metro,247336,27066,7,656.67
North Carolina,Burke,South,Metro,89548,20263,11.6,507.1
North Carolina,Cabarrus,South,Metro,188375,26183,9.2,361.75
North Carolina,Caldwell,South,Metro,81758,19601,12.2,471.57
North Carolina,Camden,South,Nonmetro,10161,26585,9.3,240.56
North Carolina,Carteret,South,Nonmetro,68228,28991,10.2,506.25
North Carolina,Caswell,South,Nonmetro,23174,19698,10.9,424.92
North Carolina,Catawba,South,Metro,154610,23657,8.2,398.72
North Carolina,Chatham,South,Metro,67431,32845,9,682.19
North Carolina,Cherokee,South,Nonmetro,27092,18787,8.4,455.43
North Carolina,Chowan,South,Nonmetro,14656,21451,12.7,172.47
North Carolina,Clay,South,Nonmetro,10656,22106,12.3,214.75
North Carolina,Cleveland,South,Nonmetro,97178,20825,12.6,464.25
North Carolina,Columbus,South,Nonmetro,57230,19814,9,937.29
North Carolina,Craven,South,Metro,104450,24553,11.4,708.96
North Carolina,Cumberland,South,Metro,324603,22931,12.6,652.32
North Carolina,Currituck,South,Metro,24492,27521,6.6,261.85
North Carolina,Dare,South,Nonmetro,34863,30682,6.4,383.42
North Carolina,Davidson,South,Metro,163867,23060,11,552.68
North Carolina,Davie,South,Metro,41447,28141,7.2,264.11
North Carolina,Duplin,South,Nonmetro,59453,17593,11.3,816.22
North Carolina,Durham,South,Metro,288817,30268,6.8,285.98
North Carolina,Edgecombe,South,Metro,55280,17956,15.4,505.34
North Carolina,Forsyth,South,Metro,361684,26674,9.5,408.15
North Carolina,Franklin,South,Metro,62296,21526,9.9,491.68
North Carolina,Gaston,South,Metro,209807,22828,11.2,356.03
North Carolina,Gates,South,Metro,11724,22035,12.2,340.45
North Carolina,Graham,South,Nonmetro,8700,19372,11.1,292.08
North Carolina,Granville,South,Nonmetro,58109,23127,8.3,531.57
North Carolina,Greene,South,Nonmetro,21328,18107,11.9,265.93
North Carolina,Guilford,South,Metro,506763,26762,8.8,645.7
North Carolina,Halifax,South,Nonmetro,53407,19709,14.1,724.09
North Carolina,Harnett,South,Nonmetro,124320,20864,11.3,594.99
North Carolina,Haywood,South,Metro,59170,25562,7.3,553.69
North Carolina,Henderson,South,Metro,109719,26059,6,373.07
North Carolina,Hertford,South,Nonmetro,24368,17280,13.7,353.06
North Carolina,Hoke,South,Metro,51075,18421,13.1,390.74
North Carolina,Hyde,South,Nonmetro,5693,19333,12.7,612.7
North Carolina,Iredell,South,Metro,165066,27558,9.8,573.83
North Carolina,Jackson,South,Nonmetro,40812,21517,6.2,490.76
North Carolina,Johnston,South,Metro,178396,22858,8.9,791.3
North Carolina,Jones,South,Metro,10166,20630,11.6,470.71
North Carolina,Lee,South,Nonmetro,59418,21743,10.3,254.96
North Carolina,Lenoir,South,Nonmetro,58782,20191,13.1,400.59
North Carolina,Lincoln,South,Metro,79578,26439,10.2,297.94
North Carolina,McDowell,South,Nonmetro,44961,18717,11.1,440.61
North Carolina,Macon,South,Nonmetro,33919,24060,7.3,515.56
North Carolina,Madison,South,Metro,21027,21076,7.3,449.57
North Carolina,Martin,South,Nonmetro,23729,19032,14.7,461.22
North Carolina,Mecklenburg,South,Metro,990288,33169,8.9,523.84
North Carolina,Mitchell,South,Nonmetro,15330,21429,8.6,221.43
North Carolina,Montgomery,South,Nonmetro,27601,19331,10.5,491.76
North Carolina,Moore,South,Nonmetro,91743,29643,8,697.84
North Carolina,Nash,South,Metro,94722,23082,11.9,540.41
North Carolina,New Hanover,South,Metro,213091,29880,8.9,191.53
North Carolina,Northampton,South,Nonmetro,21011,18180,15.9,536.59
North Carolina,Onslow,South,Metro,183753,21862,11.6,762.74
North Carolina,Orange,South,Metro,138644,36380,6.4,397.96
North Carolina,Pamlico,South,Metro,12982,24176,9.7,336.54
North Carolina,Pasquotank,South,Nonmetro,40018,22187,10.1,226.88
North Carolina,Pender,South,Metro,55166,23561,9.8,869.8
North Carolina,Perquimans,South,Nonmetro,13498,23006,12.7,247.09
North Carolina,Person,South,Metro,39262,21148,11.9,392.32
North Carolina,Pitt,South,Metro,173798,23461,12.1,651.98
North Carolina,Polk,South,Nonmetro,20327,27164,8.8,237.79
North Carolina,Randolph,South,Metro,142370,21175,9,782.52
North Carolina,Richmond,South,Nonmetro,46046,18059,13.8,473.82
North Carolina,Robeson,South,Nonmetro,134871,15559,12.1,949.22
North Carolina,Rockingham,South,Metro,92300,20726,10.5,565.55
North Carolina,Rowan,South,Metro,138361,21706,11.5,511.37
North Carolina,Rutherford,South,Nonmetro,66865,19419,12.2,564.15
North Carolina,Sampson,South,Nonmetro,63873,19063,10.4,944.74
North Carolina,Scotland,South,Nonmetro,35932,15849,15.5,318.85
North Carolina,Stanly,South,Nonmetro,60586,20990,12.2,395.09
North Carolina,Stokes,South,Metro,46661,20950,9.3,448.86
North Carolina,Surry,South,Nonmetro,73170,20330,6.9,532.17
North Carolina,Swain,South,Nonmetro,14163,20409,7.7,528
North Carolina,Transylvania,South,Nonmetro,32928,24080,6.9,378.53
North Carolina,Tyrrell,South,Nonmetro,4152,16268,14.1,389.04
North Carolina,Union,South,Metro,213422,29662,7.7,631.52
North Carolina,Vance,South,Nonmetro,44829,18606,12.2,253.52
North Carolina,Wake,South,Metro,976019,34202,6.4,835.22
North Carolina,Warren,South,Nonmetro,20468,19354,10.7,428.46
North Carolina,Washington,South,Nonmetro,12668,20067,15.5,348.14
North Carolina,Watauga,South,Nonmetro,52240,22314,9.5,312.56
North Carolina,Wayne,South,Metro,124355,21204,12.4,553.09
North Carolina,Wilkes,South,Nonmetro,68946,19163,11.7,754.28
North Carolina,Wilson,South,Nonmetro,81581,21486,10.1,368.17
North Carolina,Yadkin,South,Metro,37971,21372,8.3,334.83
North Carolina,Yancey,South,Nonmetro,17604,20798,11,312.6
North Dakota,Adams,North Central,Nonmetro,2341,34005,1.2,987.62
North Dakota,Barnes,North Central,Nonmetro,11097,33016,2.4,1491.55
North Dakota,Benson,North Central,Nonmetro,6794,20697,6.1,1388.71
North Dakota,Billings,North Central,Nonmetro,969,42729,1.4,1148.85
North Dakota,Bottineau,North Central,Nonmetro,6634,33541,2.6,1668.42
North Dakota,Bowman,North Central,Nonmetro,3221,34414,1.8,1161.81
North Dakota,Burke,North Central,Nonmetro,2208,34161,2.3,1103.57
North Dakota,Burleigh,North Central,Metro,88223,34813,2.3,1632.65
North Dakota,Cass,North Central,Metro,162500,31795,3.2,1764.94
North Dakota,Cavalier,North Central,Nonmetro,3890,38721,0.8,1488.75
North Dakota,Dickey,North Central,Nonmetro,5195,27825,1.5,1131.47
North Dakota,Divide,North Central,Nonmetro,2314,41625,0.7,1260.79
North Dakota,Dunn,North Central,Nonmetro,4195,41849,4.3,2008.46
North Dakota,Eddy,North Central,Nonmetro,2370,31806,1.9,630.17
North Dakota,Emmons,North Central,Nonmetro,3463,29367,3.6,1510.44
North Dakota,Foster,North Central,Nonmetro,3366,29710,1.3,635.45
North Dakota,Golden Valley,North Central,Nonmetro,1822,27650,1,1000.79
North Dakota,Grand Forks,North Central,Metro,68979,29088,3.6,1436.38
North Dakota,Grant,North Central,Nonmetro,2362,32412,3.4,1659.14
North Dakota,Griggs,North Central,Nonmetro,2329,29639,2,708.82
North Dakota,Hettinger,North Central,Nonmetro,2621,28132,1.1,1132.22
North Dakota,Kidder,North Central,Nonmetro,2430,32743,0.9,1351.19
North Dakota,LaMoure,North Central,Nonmetro,4113,34471,1.9,1145.94
North Dakota,Logan,North Central,Nonmetro,1945,32180,2.2,992.82
North Dakota,McHenry,North Central,Nonmetro,5817,34169,3.1,1873.95
North Dakota,McIntosh,North Central,Nonmetro,2759,28735,1.2,974.73
North Dakota,McKenzie,North Central,Nonmetro,9615,37045,3,2760.32
North Dakota,McLean,North Central,Nonmetro,9451,31777,1.6,2110.88
North Dakota,Mercer,North Central,Nonmetro,8633,31759,3.2,1042.96
North Dakota,Morton,North Central,Metro,28985,32614,3.2,1926.27
North Dakota,Mountrail,North Central,Nonmetro,9253,38061,4.7,1825.3
North Dakota,Nelson,North Central,Nonmetro,3048,32259,0.7,981.78
North Dakota,Oliver,North Central,Metro,1819,32235,3.6,722.51
North Dakota,Pembina,North Central,Nonmetro,7206,31244,3.5,1118.69
North Dakota,Pierce,North Central,Nonmetro,4395,25029,0.9,1018.6
North Dakota,Ramsey,North Central,Nonmetro,11566,29006,1.2,1186.85
North Dakota,Ransom,North Central,Nonmetro,5453,30779,2,862.36
North Dakota,Renville,North Central,Nonmetro,2562,31281,1.6,877.05
North Dakota,Richland,North Central,Nonmetro,16317,28413,3,1435.78
North Dakota,Rolette,North Central,Nonmetro,14498,16706,4.8,903.08
North Dakota,Sargent,North Central,Nonmetro,3874,32280,1.2,858.51
North Dakota,Sheridan,North Central,Nonmetro,1337,32095,2,972.38
North Dakota,Sioux,North Central,Metro,4380,15557,20.3,1094.09
North Dakota,Slope,North Central,Nonmetro,673,34597,0,1214.92
North Dakota,Stark,North Central,Nonmetro,28628,35114,2.8,1334.74
North Dakota,Steele,North Central,Nonmetro,1979,34774,4,712.22
North Dakota,Stutsman,North Central,Nonmetro,21076,29490,2.5,2221.72
North Dakota,Towner,North Central,Nonmetro,2294,33277,2.9,1024.56
North Dakota,Traill,North Central,Nonmetro,8077,30213,2.7,861.95
North Dakota,Walsh,North Central,Nonmetro,11005,30154,3.3,1281.93
North Dakota,Ward,North Central,Nonmetro,67736,31215,2.6,2013.28
North Dakota,Wells,North Central,Nonmetro,4204,30514,1.3,1271.05
North Dakota,Williams,North Central,Nonmetro,29619,43946,1.7,2077.4
Ohio,Adams,North Central,Nonmetro,28229,18556,13.4,583.87
Ohio,Allen,North Central,Metro,105196,22922,9.2,402.5
Ohio,Ashland,North Central,Nonmetro,53189,22928,7.8,422.95
Ohio,Ashtabula,North Central,Nonmetro,99777,20378,8.9,701.93
Ohio,Athens,North Central,Nonmetro,64974,17868,10.9,503.6
Ohio,Auglaize,North Central,Nonmetro,45873,25727,5,401.39
Ohio,Belmont,North Central,Metro,69560,23684,8.5,532.13
Ohio,Brown,North Central,Metro,44247,22133,9.9,490.02
Ohio,Butler,North Central,Metro,372538,27490,7.2,467.06
Ohio,Carroll,North Central,Metro,28361,23706,7.1,394.61
Ohio,Champaign,North Central,Nonmetro,39393,23513,9.1,428.67
Ohio,Clark,North Central,Metro,136827,23445,10,397.47
Ohio,Clermont,North Central,Metro,200285,29288,5.5,452.1
Ohio,Clinton,North Central,Nonmetro,41892,23039,9.2,408.68
Ohio,Columbiana,North Central,Nonmetro,105987,23348,9,531.89
Ohio,Coshocton,North Central,Nonmetro,36724,20713,7.8,563.91
Ohio,Crawford,North Central,Nonmetro,42725,22499,8.1,401.79
Ohio,Cuyahoga,North Central,Metro,1263189,28215,10.6,457.19
Ohio,Darke,North Central,Nonmetro,52356,22832,7.6,598.1
Ohio,Defiance,North Central,Nonmetro,38669,24143,8.4,411.46
Ohio,Delaware,North Central,Metro,185433,41824,3.2,443.1
Ohio,Erie,North Central,Nonmetro,76141,27249,7.7,251.56
Ohio,Fairfield,North Central,Metro,149112,28130,6.9,504.41
Ohio,Fayette,North Central,Nonmetro,28769,21632,8.6,406.36
Ohio,Franklin,North Central,Metro,1215761,29244,7,532.19
Ohio,Fulton,North Central,Metro,42485,26470,6.7,405.44
Ohio,Gallia,North Central,Nonmetro,30565,21195,7.5,466.53
Ohio,Geauga,North Central,Metro,93874,37021,4.1,400.16
Ohio,Greene,North Central,Metro,164192,31075,7.6,413.73
Ohio,Guernsey,North Central,Nonmetro,39626,21564,11.7,522.25
Ohio,Hamilton,North Central,Metro,804194,30360,8.8,405.91
Ohio,Hancock,North Central,Nonmetro,75428,27129,6.9,531.36
Ohio,Hardin,North Central,Nonmetro,31736,20332,9.6,470.41
Ohio,Harrison,North Central,Nonmetro,15633,22197,5.6,402.34
Ohio,Henry,North Central,Nonmetro,28015,25205,6.7,416.01
Ohio,Highland,North Central,Nonmetro,43170,20240,11.5,553.08
Ohio,Hocking,North Central,Metro,28914,21360,9.5,421.32
Ohio,Holmes,North Central,Nonmetro,43436,18906,4.2,422.53
Ohio,Huron,North Central,Nonmetro,58937,23158,7.2,491.5
Ohio,Jackson,North Central,Nonmetro,32854,20697,11.5,420.3
Ohio,Jefferson,North Central,Metro,68053,23188,8.8,408.33
Ohio,Knox,North Central,Nonmetro,61004,23520,6.6,525.49
Ohio,Lake,North Central,Metro,229437,30094,6,227.49
Ohio,Lawrence,North Central,Metro,61827,21955,8,453.37
Ohio,Licking,North Central,Metro,168693,27389,7.2,682.5
Ohio,Logan,North Central,Nonmetro,45484,25428,7.6,458.43
Ohio,Lorain,North Central,Metro,303152,26804,8.8,491.1
Ohio,Lucas,North Central,Metro,436261,24816,11.1,340.86
Ohio,Madison,North Central,Metro,43456,25159,5.9,465.88
Ohio,Mahoning,North Central,Metro,234550,24056,9.5,411.62
Ohio,Marion,North Central,Nonmetro,65943,20811,9.6,403.76
Ohio,Medina,North Central,Metro,174831,31760,5,421.36
Ohio,Meigs,North Central,Nonmetro,23473,19999,12.1,430.1
Ohio,Mercer,North Central,Nonmetro,40863,24978,5.5,462.45
Ohio,Miami,North Central,Metro,103517,26320,7.6,406.58
Ohio,Monroe,North Central,Nonmetro,14547,22522,7.4,455.72
Ohio,Montgomery,North Central,Metro,533763,25734,9.4,461.55
Ohio,Morgan,North Central,Nonmetro,14913,20180,9.3,416.42
Ohio,Morrow,North Central,Metro,34996,23420,7,406.08
Ohio,Muskingum,North Central,Nonmetro,86016,21274,8.3,664.58
Ohio,Noble,North Central,Nonmetro,14508,21788,7,398.01
Ohio,Ottawa,North Central,Nonmetro,41162,29343,5.5,254.92
Ohio,Paulding,North Central,Nonmetro,19165,23836,6.6,416.44
Ohio,Perry,North Central,Metro,36025,20302,9.5,407.97
Ohio,Pickaway,North Central,Metro,56515,24921,6.9,501.32
Ohio,Pike,North Central,Nonmetro,28396,20790,13.4,440.28
Ohio,Portage,North Central,Metro,161897,26042,8.7,487.38
Ohio,Preble,North Central,Nonmetro,41682,23414,7.3,424.12
Ohio,Putnam,North Central,Nonmetro,34184,26269,3.4,482.52
Ohio,Richland,North Central,Metro,122312,22367,8.7,495.27
Ohio,Ross,North Central,Nonmetro,77334,21365,11.3,689.19
Ohio,Sandusky,North Central,Nonmetro,60187,23782,7.6,408.45
Ohio,Scioto,North Central,Nonmetro,78017,19769,9.6,610.21
Ohio,Seneca,North Central,Nonmetro,55929,23020,8.1,551.02
Ohio,Shelby,North Central,Nonmetro,49067,26741,6.7,407.68
Ohio,Stark,North Central,Metro,374979,25547,8.5,575.27
Ohio,Summit,North Central,Metro,541847,28986,8.4,412.75
Ohio,Trumbull,North Central,Metro,206373,23509,7.4,618.3
Ohio,Tuscarawas,North Central,Nonmetro,92697,23314,7,567.64
Ohio,Union,North Central,Metro,53470,28549,4.2,431.73
Ohio,Van Wert,North Central,Nonmetro,28576,24422,7.5,409.16
Ohio,Vinton,North Central,Nonmetro,13234,18330,12,412.36
Ohio,Warren,North Central,Metro,219916,34271,6.1,401.31
Ohio,Washington,North Central,Nonmetro,61351,24013,6.8,631.97
Ohio,Wayne,North Central,Nonmetro,115371,23695,4.8,554.93
Ohio,Williams,North Central,Nonmetro,37386,22234,7.1,420.97
Ohio,Wood,North Central,Metro,128885,27477,7.2,617.21
Ohio,Wyandot,North Central,Nonmetro,22467,24246,6.6,406.87
Oklahoma,Adair,South,Nonmetro,22236,16247,7.9,573.48
Oklahoma,Alfalfa,South,Nonmetro,5755,28233,4.9,866.46
Oklahoma,Atoka,South,Nonmetro,13906,18810,8.7,975.52
Oklahoma,Beaver,South,Nonmetro,5530,26258,3,1814.67
Oklahoma,Beckham,South,Nonmetro,23300,25156,2.9,901.81
Oklahoma,Blaine,South,Nonmetro,9810,19576,3,928.42
Oklahoma,Bryan,South,Nonmetro,44003,20688,8.1,904.47
Oklahoma,Caddo,South,Nonmetro,29495,20003,9.5,1278.29
Oklahoma,Canadian,South,Metro,126193,28246,4.5,896.63
Oklahoma,Carter,South,Nonmetro,48442,22870,6.1,822.18
Oklahoma,Cherokee,South,Nonmetro,48097,19509,7.9,749.41
Oklahoma,Choctaw,South,Nonmetro,15120,18269,8.9,770.36
Oklahoma,Cimarron,South,Nonmetro,2341,26981,2.2,1834.74
Oklahoma,Cleveland,South,Metro,268614,27745,4.9,538.77
Oklahoma,Coal,South,Nonmetro,5812,22977,9.1,516.68
Oklahoma,Comanche,South,Metro,125531,23264,8.6,1069.29
Oklahoma,Cotton,South,Metro,6112,21640,9.2,632.65
Oklahoma,Craig,South,Nonmetro,14744,19623,6.4,761.35
Oklahoma,Creek,South,Metro,70761,23010,5.7,950.14
Oklahoma,Custer,South,Nonmetro,28978,23044,3.7,988.82
Oklahoma,Delaware,South,Nonmetro,41409,21736,9.2,738.18
Oklahoma,Dewey,South,Nonmetro,4863,25942,2.7,999.48
Oklahoma,Ellis,South,Nonmetro,4121,28417,5,1231.52
Oklahoma,Garfield,South,Nonmetro,62192,24928,5.6,1058.47
Oklahoma,Garvin,South,Nonmetro,27455,21644,4.4,802.12
Oklahoma,Grady,South,Metro,53612,24965,4.3,1100.5
Oklahoma,Grant,South,Nonmetro,4517,28552,3.6,1000.87
Oklahoma,Greer,South,Nonmetro,6117,19552,4.4,639.32
Oklahoma,Harmon,South,Nonmetro,2866,20891,8.7,537.19
Oklahoma,Harper,South,Nonmetro,3766,24364,1.6,1039.02
Oklahoma,Haskell,South,Nonmetro,12850,18858,8.7,576.52
Oklahoma,Hughes,South,Nonmetro,13785,17723,7.1,804.65
Oklahoma,Jackson,South,Nonmetro,26056,21923,7.6,802.65
Oklahoma,Jefferson,South,Nonmetro,6333,19409,6.5,758.83
Oklahoma,Johnston,South,Nonmetro,11022,20425,6.7,642.94
Oklahoma,Kay,South,Nonmetro,45587,23044,7.8,919.73
Oklahoma,Kingfisher,South,Nonmetro,15302,27733,3.6,898.16
Oklahoma,Kiowa,South,Nonmetro,9302,23260,5.5,1015.23
Oklahoma,Latimer,South,Nonmetro,10774,22343,7.8,722.08
Oklahoma,Le Flore,South,Metro,49899,18881,9.4,1589.21
Oklahoma,Lincoln,South,Metro,34504,23072,7.1,952.31
Oklahoma,Logan,South,Metro,44493,27402,6,743.83
Oklahoma,Love,South,Nonmetro,9663,20589,4,514
Oklahoma,McClain,South,Metro,36512,26562,3.9,570.7
Oklahoma,McCurtain,South,Nonmetro,33143,17898,8.3,1850.01
Oklahoma,McIntosh,South,Nonmetro,20280,20599,10.8,618.5
Oklahoma,Major,South,Nonmetro,7700,27877,5.4,954.99
Oklahoma,Marshall,South,Nonmetro,16014,20339,7.6,371.08
Oklahoma,Mayes,South,Nonmetro,41007,20884,7,655.39
Oklahoma,Murray,South,Nonmetro,13733,23146,3.6,416.46
Oklahoma,Muskogee,South,Nonmetro,70224,20516,8.2,810.45
Oklahoma,Noble,South,Nonmetro,11506,25368,5.9,731.9
Oklahoma,Nowata,South,Nonmetro,10555,20524,8.4,565.78
Oklahoma,Okfuskee,South,Nonmetro,12248,16818,9.6,618.57
Oklahoma,Oklahoma,South,Metro,754480,27401,6,708.82
Oklahoma,Okmulgee,South,Metro,39446,20313,10.4,697.35
Oklahoma,Osage,South,Metro,48054,22935,7.1,2246.36
Oklahoma,Ottawa,South,Nonmetro,32085,18136,9.4,470.82
Oklahoma,Pawnee,South,Metro,16499,22603,6.3,567.96
Oklahoma,Payne,South,Nonmetro,79423,21469,6.3,684.7
Oklahoma,Pittsburg,South,Nonmetro,44961,23311,6.2,1305.46
Oklahoma,Pontotoc,South,Nonmetro,38055,21827,6.2,720.44
Oklahoma,Pottawatomie,South,Nonmetro,71136,21974,6.8,787.67
Oklahoma,Pushmataha,South,Nonmetro,11226,20802,10.6,1395.84
Oklahoma,Roger Mills,South,Nonmetro,3780,26257,0.8,1141.14
Oklahoma,Rogers,South,Metro,89190,28057,5.5,675.63
